PCID,SMILES,Feature,Feature_half,VINA,Tanimoto_48,Tanimoto_52,Tanimoto_68,Tanimoto_69
7345366,CC1=C(C=CC2=C1OC(=O)C3=C2CCC3)O[C@H](C4=CC=CC=C4)C(=O)OC,"[-0.6811521053314209, -1.193651795387268, -2.1360042095184326, 0.4774478077888489, 1.9177042245864868, 1.7973967790603638, -2.6860687732696533, 1.5409287214279175, -0.02014230377972126, 1.5028635263442993, -3.379368305206299, 2.8200199604034424, 1.4349112510681152, -2.2682442665100098, -2.2444262504577637, 1.0916202068328857, 3.521888256072998, -2.0347282886505127, 1.5028175115585327, 0.7674627304077148, -1.5117435455322266, 1.7770473957061768, -1.1735285520553589, 4.186899185180664, -1.5868421792984009, -1.7619954347610474, 0.35577577352523804, 1.2726407051086426, -0.7292816638946533, -0.2500568926334381, 0.26299992203712463, 0.6468642950057983, 3.8913450241088867, -0.7850357294082642, -0.3224080204963684, -0.27413567900657654, -0.03404949605464935, -0.4940207004547119, -0.3305151164531708, -0.6196780204772949, 0.5645809769630432, -0.10684795677661896, -0.5353399515151978, 0.1914605051279068, 0.6006067991256714, -0.29754990339279175, -0.22413960099220276, 0.09036731719970703, -0.3536549210548401, 0.4077022969722748, -0.04074406623840332, 0.9377837777137756, -0.39448416233062744, 0.4690152406692505, -0.1804756373167038, -0.27531272172927856]","[-0.7292816638946533, -0.2500568926334381, 0.26299992203712463, 0.6468642950057983, 3.8913450241088867, -0.7850357294082642, -0.3224080204963684, -0.27413567900657654, -0.03404949605464935, -0.4940207004547119, -0.3305151164531708, -0.6196780204772949, 0.5645809769630432, -0.10684795677661896, -0.5353399515151978, 0.1914605051279068, 0.6006067991256714, -0.29754990339279175, -0.22413960099220276, 0.09036731719970703, -0.3536549210548401, 0.4077022969722748, -0.04074406623840332, 0.9377837777137756, -0.39448416233062744, 0.4690152406692505, -0.1804756373167038, -0.27531272172927856]",-8.8,0.323943662,0.180722892,0.120481928,0.155844156
7346107,CC1=C(C=CC(=C1C)N2CCCC2)/C=C\\3/C(=O)NN(C3=O)C4=CC=CC=C4,"[-2.790771484375, -6.337138652801514, -1.8939125537872314, 0.12313622236251831, 0.04702221602201462, 0.2250722348690033, -3.6607139110565186, 1.8626461029052734, 1.686635136604309, 1.0912879705429077, 0.6191019415855408, 0.5942832827568054, -2.7359652519226074, -2.698972225189209, -0.08630917966365814, 1.3533283472061157, 2.4397335052490234, -3.427675724029541, -1.6039613485336304, -2.31532621383667, 0.7476093173027039, 1.3388323783874512, 3.813488483428955, 0.1673281043767929, -1.6226704120635986, 0.3719092309474945, 0.3153447210788727, 1.1409108638763428, -1.0880635976791382, -0.328904390335083, 0.049920469522476196, 0.3605016767978668, 5.533500671386719, -0.9584628939628601, 0.23263558745384216, -0.10324827581644058, -0.178582102060318, -0.19274190068244934, -0.20554281771183014, -0.6346710920333862, 0.4013330340385437, 0.29512497782707214, -0.25182968378067017, 0.5802783966064453, 0.7527868151664734, -0.20527498424053192, 0.19258204102516174, -0.2977958023548126, -0.011315206065773964, -0.023589380085468292, -0.5274706482887268, 1.2410961389541626, -0.38607484102249146, 0.2221585512161255, -0.20120570063591003, -0.5699641704559326]","[-1.0880635976791382, -0.328904390335083, 0.049920469522476196, 0.3605016767978668, 5.533500671386719, -0.9584628939628601, 0.23263558745384216, -0.10324827581644058, -0.178582102060318, -0.19274190068244934, -0.20554281771183014, -0.6346710920333862, 0.4013330340385437, 0.29512497782707214, -0.25182968378067017, 0.5802783966064453, 0.7527868151664734, -0.20527498424053192, 0.19258204102516174, -0.2977958023548126, -0.011315206065773964, -0.023589380085468292, -0.5274706482887268, 1.2410961389541626, -0.38607484102249146, 0.2221585512161255, -0.20120570063591003, -0.5699641704559326]",-8.4,0.175675676,0.1375,0.102564103,0.490909091
7359613,C1[C@@H]2CC3([C@@H]1C=C2)COC(OC3)C4=COC5=CC=CC=C5C4=O,"[2.542335033416748, -4.846190929412842, 0.4320777356624603, 1.6146959066390991, 0.9579641222953796, 0.5891149044036865, -0.0326811820268631, 4.80990743637085, -0.3809199929237366, -2.270677089691162, 2.590097427368164, 5.136991024017334, -1.1849321126937866, -5.496380805969238, 1.0604532957077026, -1.1996853351593018, 1.2036913633346558, 0.8792144060134888, -0.047294650226831436, 1.014747977256775, 3.190279722213745, -1.6496825218200684, 0.6654012203216553, 0.7858697772026062, -0.574775218963623, 0.7833922505378723, 0.5921102166175842, 0.1389121115207672, -1.2210772037506104, -0.4893535375595093, 0.11504416167736053, 0.44204437732696533, 6.063972473144531, -0.1641024500131607, 0.7981578707695007, 0.4537491202354431, -0.3269394636154175, 0.22559791803359985, 0.6486902236938477, -0.11208169907331467, 0.04834184795618057, 0.34245628118515015, 0.3773099184036255, 0.5158016681671143, 0.03348785266280174, -0.49775221943855286, 0.33513298630714417, -0.4447275698184967, 0.19300758838653564, -0.3759106695652008, 0.1177181601524353, 1.2732726335525513, 0.2595735192298889, 0.16494983434677124, -0.013876449316740036, -0.3527989983558655]","[-1.2210772037506104, -0.4893535375595093, 0.11504416167736053, 0.44204437732696533, 6.063972473144531, -0.1641024500131607, 0.7981578707695007, 0.4537491202354431, -0.3269394636154175, 0.22559791803359985, 0.6486902236938477, -0.11208169907331467, 0.04834184795618057, 0.34245628118515015, 0.3773099184036255, 0.5158016681671143, 0.03348785266280174, -0.49775221943855286, 0.33513298630714417, -0.4447275698184967, 0.19300758838653564, -0.3759106695652008, 0.1177181601524353, 1.2732726335525513, 0.2595735192298889, 0.16494983434677124, -0.013876449316740036, -0.3527989983558655]",-8.6,0.12987013,0.1375,0.116883117,0.301587302
7359615,C1[C@H]2CC3([C@H]1C=C2)COC(OC3)C4=COC5=CC=CC=C5C4=O,"[2.542335033416748, -4.846190929412842, 0.4320777356624603, 1.6146959066390991, 0.9579641222953796, 0.5891149044036865, -0.0326811820268631, 4.80990743637085, -0.3809199929237366, -2.270677089691162, 2.590097427368164, 5.136991024017334, -1.1849321126937866, -5.496380805969238, 1.0604532957077026, -1.1996853351593018, 1.2036913633346558, 0.8792144060134888, -0.047294650226831436, 1.014747977256775, 3.190279722213745, -1.6496825218200684, 0.6654012203216553, 0.7858697772026062, -0.574775218963623, 0.7833922505378723, 0.5921102166175842, 0.1389121115207672, 1.2938321828842163, -0.28074583411216736, 0.09103935956954956, 0.28415971994400024, -6.809903144836426, -0.08436191082000732, 0.9501335024833679, 0.41360485553741455, -0.38259077072143555, 0.29094406962394714, 0.6878364086151123, -0.30402034521102905, 0.13561517000198364, 0.29901471734046936, 0.5956897735595703, 0.44295012950897217, -0.9631476998329163, -0.29504528641700745, 0.5924395322799683, -0.38538628816604614, 0.11983315646648407, -0.5987014174461365, 0.3919461965560913, -1.4296982288360596, 0.5033546090126038, 0.2031421959400177, -0.03716299310326576, -0.32957708835601807]","[1.2938321828842163, -0.28074583411216736, 0.09103935956954956, 0.28415971994400024, -6.809903144836426, -0.08436191082000732, 0.9501335024833679, 0.41360485553741455, -0.38259077072143555, 0.29094406962394714, 0.6878364086151123, -0.30402034521102905, 0.13561517000198364, 0.29901471734046936, 0.5956897735595703, 0.44295012950897217, -0.9631476998329163, -0.29504528641700745, 0.5924395322799683, -0.38538628816604614, 0.11983315646648407, -0.5987014174461365, 0.3919461965560913, -1.4296982288360596, 0.5033546090126038, 0.2031421959400177, -0.03716299310326576, -0.32957708835601807]",-8.6,0.12987013,0.1375,0.116883117,0.301587302
7369460,CC1=CC(=CC=C1)N2C(=O)/C(=C/C3=CC=C(O3)C4=CC5=C(C=C4)C(=O)NC5=O)/C(=O)N2,"[0.2113679051399231, -0.4311442971229553, -1.233373761177063, 1.8226275444030762, -0.11974112689495087, -1.688626766204834, -4.188542366027832, 3.233569383621216, 2.3757500648498535, 2.035367012023926, -0.0623750202357769, 1.2394086122512817, -3.7284367084503174, 0.4773300290107727, 3.380383253097534, -3.186311960220337, 4.339642524719238, -1.2355376482009888, -1.8946300745010376, 0.6351400017738342, -0.981235682964325, -0.842535138130188, 5.331319808959961, 3.3900973796844482, -5.223357677459717, 2.0497875213623047, 2.7453179359436035, -1.6846916675567627, 0.8796987533569336, -0.3592800796031952, 0.23365285992622375, 0.2701829969882965, -5.027815341949463, -0.16989824175834656, -0.04006887972354889, 0.38412702083587646, -0.3160778284072876, 0.192104309797287, -0.25976836681365967, -0.4659266769886017, 0.19420428574085236, -0.2714509963989258, 0.13662557303905487, 0.4881643056869507, -0.2612402141094208, 0.037855327129364014, 0.1779453605413437, 0.0995202362537384, -0.5574254393577576, 0.09671389311552048, -0.30822497606277466, -0.8561427593231201, -0.25889793038368225, 0.5439419150352478, 0.192098930478096, 0.5530357360839844]","[0.8796987533569336, -0.3592800796031952, 0.23365285992622375, 0.2701829969882965, -5.027815341949463, -0.16989824175834656, -0.04006887972354889, 0.38412702083587646, -0.3160778284072876, 0.192104309797287, -0.25976836681365967, -0.4659266769886017, 0.19420428574085236, -0.2714509963989258, 0.13662557303905487, 0.4881643056869507, -0.2612402141094208, 0.037855327129364014, 0.1779453605413437, 0.0995202362537384, -0.5574254393577576, 0.09671389311552048, -0.30822497606277466, -0.8561427593231201, -0.25889793038368225, 0.5439419150352478, 0.192098930478096, 0.5530357360839844]",-9.8,0.127906977,0.10989011,0.142857143,0.333333333
7369461,CC1=CC(=CC=C1)N2C(=O)/C(=C/C3=CC=C(O3)C4=CC=C(C=C4)[N+](=O)[O-])/C(=O)N2,"[1.6803174018859863, -0.22841757535934448, -2.0208449363708496, 1.8235071897506714, -0.08845289051532745, -1.1524543762207031, -2.859983205795288, 1.3631901741027832, 4.430185794830322, 1.3903779983520508, -0.5198159217834473, 0.4857638478279114, -3.781399965286255, 0.5748608112335205, 3.0651323795318604, -2.6868295669555664, 3.095322608947754, -0.6358839273452759, -0.5076419115066528, 0.21923112869262695, 0.627284586429596, -0.2506566345691681, 4.2292890548706055, 2.116837739944458, -5.131834506988525, -0.6337440013885498, 1.4396791458129883, -1.5848208665847778, 1.0246158838272095, -0.07650656998157501, 0.4447823166847229, -0.055843546986579895, -5.255812644958496, -0.33319413661956787, 0.17216113209724426, 0.08737774193286896, -0.22934527695178986, 0.41507288813591003, -0.14084768295288086, -0.5014938116073608, 0.2703174352645874, -0.12161760032176971, 0.09877607226371765, 0.6851785182952881, -0.0432913601398468, -0.1268390417098999, 0.47148892283439636, -0.12171421200037003, -0.29761502146720886, 0.018742145970463753, -0.2807031273841858, -1.0226378440856934, 0.030362479388713837, 0.015567012131214142, 0.36015182733535767, 0.3027668595314026]","[1.0246158838272095, -0.07650656998157501, 0.4447823166847229, -0.055843546986579895, -5.255812644958496, -0.33319413661956787, 0.17216113209724426, 0.08737774193286896, -0.22934527695178986, 0.41507288813591003, -0.14084768295288086, -0.5014938116073608, 0.2703174352645874, -0.12161760032176971, 0.09877607226371765, 0.6851785182952881, -0.0432913601398468, -0.1268390417098999, 0.47148892283439636, -0.12171421200037003, -0.29761502146720886, 0.018742145970463753, -0.2807031273841858, -1.0226378440856934, 0.030362479388713837, 0.015567012131214142, 0.36015182733535767, 0.3027668595314026]",-8.5,0.139534884,0.096774194,0.127906977,0.328571429
7369520,COC1=C(C(=CC(=C1)/C=C\\2/C(=O)NN(C2=O)C3=CC=CC=C3)Cl)OCC(=O)O,"[-0.5467014908790588, -3.4974563121795654, -1.6725472211837769, 0.02128426730632782, -0.044837333261966705, 0.006738528609275818, -8.311188697814941, 0.5549086928367615, 0.9822777509689331, -0.6181422472000122, 0.7685950994491577, 4.178935527801514, -2.0669305324554443, -3.27717924118042, -1.743190884590149, -0.46628278493881226, 3.2392184734344482, -2.7412495613098145, -3.310537815093994, -2.025536298751831, -0.2156154215335846, -0.28285807371139526, 0.807451069355011, 0.525109052658081, -1.7011034488677979, -0.8423610329627991, 0.13470369577407837, 0.10667930543422699, -1.0569283962249756, -0.32732200622558594, 0.21359175443649292, -0.2710381746292114, 5.612181663513184, -0.42991963028907776, 0.23805464804172516, 0.5199146866798401, 0.06649230420589447, -0.09307756274938583, -0.02145162969827652, -0.20228450000286102, -0.08546413481235504, 0.1894982010126114, -0.09239760786294937, 0.6141321659088135, 0.4747067987918854, -0.19643592834472656, 0.4526894986629486, -0.22752068936824799, 0.2346239984035492, 0.09805738925933838, -0.47192835807800293, 1.2430089712142944, 0.04844088852405548, 0.038467708975076675, -0.06726507842540741, -0.31594693660736084]","[-1.0569283962249756, -0.32732200622558594, 0.21359175443649292, -0.2710381746292114, 5.612181663513184, -0.42991963028907776, 0.23805464804172516, 0.5199146866798401, 0.06649230420589447, -0.09307756274938583, -0.02145162969827652, -0.20228450000286102, -0.08546413481235504, 0.1894982010126114, -0.09239760786294937, 0.6141321659088135, 0.4747067987918854, -0.19643592834472656, 0.4526894986629486, -0.22752068936824799, 0.2346239984035492, 0.09805738925933838, -0.47192835807800293, 1.2430089712142944, 0.04844088852405548, 0.038467708975076675, -0.06726507842540741, -0.31594693660736084]",-7.5,0.195121951,0.120879121,0.127906977,0.388059701
7369521,CCOC1=CC2=C(C=C1/C=C\\3/C(=O)NN(C3=O)C4=CC=CC=C4)OCO2,"[-1.578188419342041, -3.833364725112915, 0.8321787118911743, 0.4932476282119751, 1.2148332595825195, -0.12036029994487762, -3.6356582641601562, 2.736525535583496, 2.790309429168701, -0.4924885034561157, 1.06242835521698, -0.17627325654029846, -4.06027889251709, -1.7549785375595093, -1.9211006164550781, 0.49453413486480713, 2.0235650539398193, 1.116059422492981, -3.300151824951172, 0.741283655166626, 1.045361042022705, 1.4692684412002563, 2.5756752490997314, 0.7222410440444946, -2.9055395126342773, 0.25323283672332764, 1.2086834907531738, -0.5819090604782104, -1.4830737113952637, -0.20303256809711456, 0.17404955625534058, 0.22132134437561035, 6.573818206787109, -0.24327103793621063, -0.10696858167648315, 0.40141186118125916, 0.30992478132247925, -0.5210847854614258, -0.2898563742637634, -0.19053426384925842, 0.20782427489757538, 0.11582760512828827, -0.10266272723674774, 0.30657899379730225, 0.20783615112304688, -0.4240208566188812, -0.05544186383485794, 0.16857501864433289, -0.037973303347826004, -0.17290538549423218, -0.5358668565750122, 1.3047773838043213, -0.2652316689491272, 0.39774495363235474, 0.22698409855365753, 0.37223997712135315]","[-1.4830737113952637, -0.20303256809711456, 0.17404955625534058, 0.22132134437561035, 6.573818206787109, -0.24327103793621063, -0.10696858167648315, 0.40141186118125916, 0.30992478132247925, -0.5210847854614258, -0.2898563742637634, -0.19053426384925842, 0.20782427489757538, 0.11582760512828827, -0.10266272723674774, 0.30657899379730225, 0.20783615112304688, -0.4240208566188812, -0.05544186383485794, 0.16857501864433289, -0.037973303347826004, -0.17290538549423218, -0.5358668565750122, 1.3047773838043213, -0.2652316689491272, 0.39774495363235474, 0.22698409855365753, 0.37223997712135315]",-7.9,0.205128205,0.101123596,0.107142857,0.459016393
7457927,CC(=O)C1=CC(=CC=C1)NC(=O)C[C@@H]2C(=O)NC3=CC=CC4=C3C(=CC=C4)N2,"[-0.8243556618690491, 0.8851420879364014, -2.619133234024048, -0.06333428621292114, 1.2860733270645142, 0.3500743508338928, 0.3906409740447998, 1.731506109237671, -2.376192569732666, 1.3407083749771118, 1.8165069818496704, 2.862691879272461, -2.7046456336975098, 0.6227848529815674, 0.059642013162374496, -0.9119380712509155, 0.5963584184646606, -0.6197350025177002, 0.31565961241722107, 2.156806230545044, -0.7770439982414246, 2.6073269844055176, 1.700466513633728, 2.1951680183410645, -2.6008822917938232, 0.8416995406150818, -0.1706334352493286, -0.33726662397384644, -1.0716814994812012, -0.4859161078929901, 0.3844382166862488, 0.314677357673645, 4.91095495223999, -0.3540616035461426, -0.15185225009918213, -0.02854764461517334, 0.006970785558223724, 0.1798742413520813, -0.3028331995010376, 0.2341618537902832, -0.03982865810394287, -0.15342403948307037, -0.0866127461194992, 0.06916932761669159, 0.5831098556518555, 0.11568200588226318, -0.16076087951660156, 0.10006498545408249, -0.1135587990283966, -0.04665512591600418, -0.14673873782157898, 1.1469405889511108, -0.5677335262298584, 0.6387919187545776, -0.298188179731369, 0.31913208961486816]","[-1.0716814994812012, -0.4859161078929901, 0.3844382166862488, 0.314677357673645, 4.91095495223999, -0.3540616035461426, -0.15185225009918213, -0.02854764461517334, 0.006970785558223724, 0.1798742413520813, -0.3028331995010376, 0.2341618537902832, -0.03982865810394287, -0.15342403948307037, -0.0866127461194992, 0.06916932761669159, 0.5831098556518555, 0.11568200588226318, -0.16076087951660156, 0.10006498545408249, -0.1135587990283966, -0.04665512591600418, -0.14673873782157898, 1.1469405889511108, -0.5677335262298584, 0.6387919187545776, -0.298188179731369, 0.31913208961486816]",-8.9,0.12195122,0.142857143,0.31884058,0.115384615
7457929,CC(=O)C1=CC(=CC=C1)NC(=O)C[C@H]2C(=O)NC3=CC=CC4=C3C(=CC=C4)N2,"[-0.8243556618690491, 0.8851420879364014, -2.619133234024048, -0.06333428621292114, 1.2860733270645142, 0.3500743508338928, 0.3906409740447998, 1.731506109237671, -2.376192569732666, 1.3407083749771118, 1.8165069818496704, 2.862691879272461, -2.7046456336975098, 0.6227848529815674, 0.059642013162374496, -0.9119380712509155, 0.5963584184646606, -0.6197350025177002, 0.31565961241722107, 2.156806230545044, -0.7770439982414246, 2.6073269844055176, 1.700466513633728, 2.1951680183410645, -2.6008822917938232, 0.8416995406150818, -0.1706334352493286, -0.33726662397384644, 0.9765714406967163, -0.4785155951976776, 0.3916073441505432, 0.16287845373153687, -5.9713945388793945, -0.4587312638759613, -0.14068226516246796, 0.014869756996631622, 0.0034315772354602814, 0.14460968971252441, -0.3737218379974365, 0.08067179471254349, 0.1469058394432068, -0.30005478858947754, -0.0012365058064460754, 0.05770336091518402, -0.2525545656681061, 0.064938485622406, -0.06807567924261093, 0.0901891216635704, -0.2707175314426422, -0.04142226278781891, -0.07300891727209091, -1.095461130142212, -0.30791929364204407, 0.6762152910232544, -0.22564755380153656, 0.3103645145893097]","[0.9765714406967163, -0.4785155951976776, 0.3916073441505432, 0.16287845373153687, -5.9713945388793945, -0.4587312638759613, -0.14068226516246796, 0.014869756996631622, 0.0034315772354602814, 0.14460968971252441, -0.3737218379974365, 0.08067179471254349, 0.1469058394432068, -0.30005478858947754, -0.0012365058064460754, 0.05770336091518402, -0.2525545656681061, 0.064938485622406, -0.06807567924261093, 0.0901891216635704, -0.2707175314426422, -0.04142226278781891, -0.07300891727209091, -1.095461130142212, -0.30791929364204407, 0.6762152910232544, -0.22564755380153656, 0.3103645145893097]",-8.9,0.12195122,0.142857143,0.31884058,0.115384615
7460866,C[C@@]1(CCS(=O)(=O)C1)NC(=S)NC2=CC(=CC=C2)O,"[0.5571329593658447, 2.8432676792144775, -1.9896049499511719, -2.2765305042266846, -2.5347042083740234, -1.445092797279358, 1.102980375289917, -0.09566358476877213, 2.4376020431518555, 3.1419785022735596, -0.38213911652565, -2.8952956199645996, 1.3993498086929321, -1.1115119457244873, -1.428342580795288, 0.964281439781189, -0.7113405466079712, -0.26113182306289673, 0.34677818417549133, 2.953051805496216, 2.172375202178955, 0.31453120708465576, -3.3425445556640625, 3.7649049758911133, -0.4752744734287262, -2.406475305557251, -0.9144101142883301, -0.2292005717754364, 1.1583458185195923, -0.1780705451965332, 0.5858690738677979, 0.11367174983024597, -5.607937812805176, -0.15601207315921783, -0.05582389235496521, 0.47332531213760376, -0.24899844825267792, 0.18864324688911438, -0.3210293650627136, -0.12155161798000336, 0.4222652018070221, -0.014395400881767273, 0.2877335548400879, 0.038335300981998444, -0.22600889205932617, 0.1628130078315735, 0.33276617527008057, 0.11122807115316391, -0.36196956038475037, 0.3025495111942291, 0.47598886489868164, -1.1592367887496948, -0.3289192020893097, -0.04796425253152847, 0.049703244119882584, 0.8558554649353027]","[1.1583458185195923, -0.1780705451965332, 0.5858690738677979, 0.11367174983024597, -5.607937812805176, -0.15601207315921783, -0.05582389235496521, 0.47332531213760376, -0.24899844825267792, 0.18864324688911438, -0.3210293650627136, -0.12155161798000336, 0.4222652018070221, -0.014395400881767273, 0.2877335548400879, 0.038335300981998444, -0.22600889205932617, 0.1628130078315735, 0.33276617527008057, 0.11122807115316391, -0.36196956038475037, 0.3025495111942291, 0.47598886489868164, -1.1592367887496948, -0.3289192020893097, -0.04796425253152847, 0.049703244119882584, 0.8558554649353027]",-6.5,0.106666667,0.115384615,0.301587302,0.068493151
7460867,C[C@]1(CCS(=O)(=O)C1)NC(=S)NC2=CC(=CC=C2)O,"[0.5571329593658447, 2.8432676792144775, -1.9896049499511719, -2.2765305042266846, -2.5347042083740234, -1.445092797279358, 1.102980375289917, -0.09566358476877213, 2.4376020431518555, 3.1419785022735596, -0.38213911652565, -2.8952956199645996, 1.3993498086929321, -1.1115119457244873, -1.428342580795288, 0.964281439781189, -0.7113405466079712, -0.26113182306289673, 0.34677818417549133, 2.953051805496216, 2.172375202178955, 0.31453120708465576, -3.3425445556640625, 3.7649049758911133, -0.4752744734287262, -2.406475305557251, -0.9144101142883301, -0.2292005717754364, -0.9898104071617126, -0.32455989718437195, 0.5407004952430725, 0.2172812968492508, 5.616860866546631, -0.07810427993535995, -0.04233880341053009, 0.5307638049125671, -0.20562861859798431, 0.1539970338344574, -0.11584737151861191, 0.017898879945278168, 0.17854836583137512, 0.1320524364709854, 0.15053100883960724, 0.16197411715984344, 0.6023489236831665, 0.07550960779190063, 0.18667379021644592, 0.08573974668979645, -0.16707853972911835, 0.24631531536579132, 0.345136821269989, 1.1085832118988037, -0.5051568746566772, -0.02887391299009323, -0.028434252366423607, 0.7941818237304688]","[-0.9898104071617126, -0.32455989718437195, 0.5407004952430725, 0.2172812968492508, 5.616860866546631, -0.07810427993535995, -0.04233880341053009, 0.5307638049125671, -0.20562861859798431, 0.1539970338344574, -0.11584737151861191, 0.017898879945278168, 0.17854836583137512, 0.1320524364709854, 0.15053100883960724, 0.16197411715984344, 0.6023489236831665, 0.07550960779190063, 0.18667379021644592, 0.08573974668979645, -0.16707853972911835, 0.24631531536579132, 0.345136821269989, 1.1085832118988037, -0.5051568746566772, -0.02887391299009323, -0.028434252366423607, 0.7941818237304688]",-6.5,0.106666667,0.115384615,0.301587302,0.068493151
7465072,C[C@@]1(CCS(=O)(=O)C1)NC(=O)NC2=CC(=CC=C2)O,"[0.5278782248497009, 1.974605679512024, -2.3296141624450684, -0.24729393422603607, -2.578526258468628, -2.1041054725646973, -1.2333683967590332, 1.332371711730957, 1.7033092975616455, 3.3222496509552, 0.5606191158294678, -2.5231430530548096, 0.9441864490509033, -0.9754730463027954, -1.923317313194275, -0.49760568141937256, -0.3252350389957428, 0.30548202991485596, 1.291735053062439, 0.883404552936554, 1.5218019485473633, 0.3355812430381775, -2.8386566638946533, 4.466394901275635, -0.18816864490509033, -1.9585589170455933, -0.6080342531204224, 0.8367737531661987, 1.1756103038787842, -0.15248419344425201, 0.6311245560646057, 0.0539349690079689, -5.817337989807129, -0.1357632279396057, -0.060312241315841675, 0.4444339871406555, -0.24196173250675201, 0.2092779278755188, -0.31779664754867554, -0.11561751365661621, 0.38305389881134033, -0.045930877327919006, 0.33795976638793945, 0.02084575593471527, -0.20083355903625488, 0.18933027982711792, 0.33197128772735596, 0.11317066103219986, -0.30633020401000977, 0.3057391047477722, 0.4888831377029419, -1.1982144117355347, -0.325276255607605, -0.03545432537794113, 0.005582258105278015, 0.9251588582992554]","[1.1756103038787842, -0.15248419344425201, 0.6311245560646057, 0.0539349690079689, -5.817337989807129, -0.1357632279396057, -0.060312241315841675, 0.4444339871406555, -0.24196173250675201, 0.2092779278755188, -0.31779664754867554, -0.11561751365661621, 0.38305389881134033, -0.045930877327919006, 0.33795976638793945, 0.02084575593471527, -0.20083355903625488, 0.18933027982711792, 0.33197128772735596, 0.11317066103219986, -0.30633020401000977, 0.3057391047477722, 0.4888831377029419, -1.1982144117355347, -0.325276255607605, -0.03545432537794113, 0.005582258105278015, 0.9251588582992554]",-6.8,0.092105263,0.144736842,0.322580645,0.068493151
7465074,C[C@]1(CCS(=O)(=O)C1)NC(=O)NC2=CC(=CC=C2)O,"[0.5278782248497009, 1.974605679512024, -2.3296141624450684, -0.24729393422603607, -2.578526258468628, -2.1041054725646973, -1.2333683967590332, 1.332371711730957, 1.7033092975616455, 3.3222496509552, 0.5606191158294678, -2.5231430530548096, 0.9441864490509033, -0.9754730463027954, -1.923317313194275, -0.49760568141937256, -0.3252350389957428, 0.30548202991485596, 1.291735053062439, 0.883404552936554, 1.5218019485473633, 0.3355812430381775, -2.8386566638946533, 4.466394901275635, -0.18816864490509033, -1.9585589170455933, -0.6080342531204224, 0.8367737531661987, -1.1025279760360718, -0.2748696506023407, 0.563898503780365, 0.16352632641792297, 5.993810176849365, -0.058550506830215454, -0.04145529866218567, 0.5172255635261536, -0.20872153341770172, 0.1848216950893402, -0.1256323754787445, 0.046811752021312714, 0.15449491143226624, 0.10169839859008789, 0.21274565160274506, 0.14607946574687958, 0.6208034753799438, 0.10324300825595856, 0.18255291879177094, 0.0915311723947525, -0.10846327245235443, 0.23568567633628845, 0.3245166540145874, 1.206586480140686, -0.507903516292572, -0.020815182477235794, -0.0644233375787735, 0.8298734426498413]","[-1.1025279760360718, -0.2748696506023407, 0.563898503780365, 0.16352632641792297, 5.993810176849365, -0.058550506830215454, -0.04145529866218567, 0.5172255635261536, -0.20872153341770172, 0.1848216950893402, -0.1256323754787445, 0.046811752021312714, 0.15449491143226624, 0.10169839859008789, 0.21274565160274506, 0.14607946574687958, 0.6208034753799438, 0.10324300825595856, 0.18255291879177094, 0.0915311723947525, -0.10846327245235443, 0.23568567633628845, 0.3245166540145874, 1.206586480140686, -0.507903516292572, -0.020815182477235794, -0.0644233375787735, 0.8298734426498413]",-6.8,0.092105263,0.144736842,0.322580645,0.068493151
7472209,CC[C@@H]1CCCCN1CC2=CC3=C(C(=C2O)C)OC(=O)C4=CC=CC=C43,"[-0.31042155623435974, -2.7516133785247803, 1.4144439697265625, -1.6543564796447754, 2.3364760875701904, 0.1271589994430542, -3.378445625305176, 3.362722158432007, 2.111546754837036, -0.8150849342346191, 1.1943540573120117, -1.4623738527297974, 1.8035268783569336, -0.41578900814056396, -0.01253751665353775, -2.3924872875213623, -4.934442520141602, 1.368180751800537, 2.393075704574585, -0.2432657778263092, 0.38948431611061096, 1.8977903127670288, 2.1382126808166504, 1.5605676174163818, 1.0321680307388306, -0.5450480580329895, -0.03676072135567665, -2.0026447772979736, -0.5673788785934448, -0.6545451879501343, 0.3076903820037842, 0.32929813861846924, 3.9155502319335938, -0.6089735627174377, -0.051815301179885864, 0.054953448474407196, -0.3625600337982178, -0.1524837166070938, 0.16897417604923248, -0.7120151519775391, 0.01759956404566765, 0.22649921476840973, -0.40595781803131104, 0.3693738579750061, 0.3351764380931854, -0.39798012375831604, 0.2162398397922516, 0.13762910664081573, 0.0669875293970108, 0.5101661682128906, -0.4551607370376587, 0.6424465179443359, -0.2914358377456665, 0.8641266822814941, 0.10171861946582794, -0.17141500115394592]","[-0.5673788785934448, -0.6545451879501343, 0.3076903820037842, 0.32929813861846924, 3.9155502319335938, -0.6089735627174377, -0.051815301179885864, 0.054953448474407196, -0.3625600337982178, -0.1524837166070938, 0.16897417604923248, -0.7120151519775391, 0.01759956404566765, 0.22649921476840973, -0.40595781803131104, 0.3693738579750061, 0.3351764380931854, -0.39798012375831604, 0.2162398397922516, 0.13762910664081573, 0.0669875293970108, 0.5101661682128906, -0.4551607370376587, 0.6424465179443359, -0.2914358377456665, 0.8641266822814941, 0.10171861946582794, -0.17141500115394592]",-8.5,0.352112676,0.136363636,0.130952381,0.166666667
